"EFF_DATE","COUNTRY_CODE","LOC_ID","REGION_CODE","STATE","CITY","LID_GROUP","FAC_TYPE","FAC_NAME","RESP_ARTCC_ID","ARTCC_COMPUTER_ID","FSS_ID"
"2026/02/19","US","03D","ACE","MO","MEMPHIS","LANDING FACILITY","A","MEMPHIS MEML","ZKC","ZCK","COU"
"2026/02/19","US","03FA","ASO","FL","LAKE PLACID","LANDING FACILITY","A","LAKE PERSIMMON AIRSTRIP","ZMA","ZCR","PIE"
"2026/02/19","US","03FL","ASO","FL","CAPE CORAL","LANDING FACILITY","A","GREENS FARM FLD","ZMA","ZCR","MIA"
"2026/02/19","US","03G","AEA","PA","ERIE","LANDING FACILITY","G","THERMAL-G","ZOB","ZCC","AOO"
"2026/02/19","US","03GA","ASO","GA","STATESBORO","LANDING FACILITY","A","HIA","ZJX","ZCJ","MCN"
"2026/02/19","US","03GE","ASO","GA","DAHLONEGA","LANDING FACILITY","H","NGMC LUMPKIN HOSPITAL","ZTL","ZCT","MCN"
"2026/02/19","US","03IA","ACE","IA","ELLIOTT","LANDING FACILITY","A","FLATLANDER","ZMP","ZCP","FOD"
"2026/02/19","US","03ID","ANM","ID","COUNCIL","LANDING FACILITY","A","FLYING Y RANCH","ZLC","ZCU","BOI"
"2026/02/19","US","03II","AGL","IN","MOUNT VERNON","LANDING FACILITY","U","DAVIS FLD","ZID","ZCI","HUF"
"2026/02/19","US","03IL","AGL","IL","MONEE","LANDING FACILITY","A","WIX","ZAU","ZCG","IKK"
"2026/02/19","US","03IS","AGL","IL","ALTON","LANDING FACILITY","H","OSF ST ANTHONY'S HEALTH CENTER","ZKC","ZCK","STL"
"2026/02/19","US","03KY","ASO","KY","HENDERSON","LANDING FACILITY","A","FLYING H FARMS","ZID","ZCI","LOU"
"2026/02/19","US","03LA","ASW","LA","CARVILLE","LANDING FACILITY","H","DAMIEN","ZHU","ZCH","DRI"
"2026/02/19","US","03LS","ASW","LA","WINNSBORO","LANDING FACILITY","H","FMC NR 1","ZFW","ZCF","DRI"
"2026/02/19","US","03M","ANE","ME","EAST WINTHROP","LANDING FACILITY","C","LAKESIDE LODGE AND MARINA","ZBW","ZCB","BGR"
"2026/02/19","US","03MA","ANE","MA","HADLEY","LANDING FACILITY","A","HADLEY","ZBW","ZCB","BDR"
"2026/02/19","US","03MD","AEA","MD","BEL AIR","LANDING FACILITY","H","UPPER CHESAPEAKE MEDICAL CENTER","ZDC","ZCW","DCA"
"2026/02/19","US","03ME","ANE","ME","HARRISON","LANDING FACILITY","A","MAPLE RIDGE","ZBW","ZCB","BGR"
"2026/02/19","US","03MI","AGL","MI","BAY CITY","LANDING FACILITY","H","HAROLD MILLER","ZOB","ZCC","LAN"
"2026/02/19","US","03MN","AGL","MN","LAKEFIELD","LANDING FACILITY","A","NAUERTH LAND RANCH","ZMP","ZCP","PNM"
"2026/02/19","US","03MO","ACE","MO","RICHMOND","LANDING FACILITY","A","DORTON","ZKC","ZCK","COU"
"2026/02/19","US","03MT","ANM","MT","BILLINGS","LANDING FACILITY","H","BILLINGS FLYING SERVICE","ZLC","ZCU","GTF"
"2026/02/19","US","03MU","ACE","MO","ARCHIE","LANDING FACILITY","A","MC DONNELL","ZKC","ZCK","COU"
"2026/02/19","MH","03N","","","UTIRIK ISLAND","LANDING FACILITY","A","UTIRIK","ZAK","ZAK","HNL"
"2026/02/19","US","03NC","ASO","NC","CAROLINA BEACH","LANDING FACILITY","A","PILOTS RIDGE","ZDC","ZCW","RDU"
"2026/02/19","US","03ND","AGL","ND","EDINBURG","LANDING FACILITY","A","OLAFSON BROTHERS","ZMP","ZCP","GFK"
"2026/02/19","US","03NH","ANE","NH","MILFORD","LANDING FACILITY","H","LORDEN","ZBW","ZCB","BGR"
"2026/02/19","US","03NJ","AEA","NJ","PATERSON","LANDING FACILITY","H","ST JOSEPH'S HOSPITAL","ZNY","ZCN","MIV"
"2026/02/19","US","03NM","ASW","NM","RATON","LANDING FACILITY","H","MINER'S COLFAX MEDICAL CENTER","ZAB","ZCA","ABQ"
"2026/02/19","US","03NR","ASO","NC","CLAYTON","LANDING FACILITY","H","JOHNSTON MEDICAL CENTER","ZDC","ZCW","RDU"
"2026/02/19","US","03NV","AWP","NV","RUBY VALLEY","LANDING FACILITY","A","LLAMA RANCH","ZLC","ZCU","RNO"
"2026/02/19","US","03NY","AEA","NY","RIVERHEAD","LANDING FACILITY","A","TALMAGE FLD","ZNY","ZCN","ISP"
"2026/02/19","US","03OH","AGL","OH","FREMONT","LANDING FACILITY","A","GIBBS FLD","ZOB","ZCC","CLE"
"2026/02/19","US","03OI","AGL","OH","GARFIELD HEIGHTS","LANDING FACILITY","H","CLEVELAND CLINIC, MARYMOUNT HOSPITAL","ZOB","ZCC","CLE"
"2026/02/19","US","03OK","ASW","OK","SAPULPA","LANDING FACILITY","A","SAHOMA LAKE","ZKC","ZCK","MLC"
"2026/02/19","US","03OL","ASW","OK","ALEX","LANDING FACILITY","A","BLUEBIRD","ZFW","ZCF","MLC"
"2026/02/19","US","03OR","ANM","OR","TROY","LANDING FACILITY","A","POWWATKA RIDGE","ZSE","ZCS","MMV"
"2026/02/19","US","03PA","AEA","PA","COLLEGEVILLE","LANDING FACILITY","H","COLLEGEVILLE","ZNY","ZCN","IPT"
"2026/02/19","US","03PN","AEA","PA","BERWICK","LANDING FACILITY","H","M P METALS","ZNY","ZCN","IPT"
"2026/02/19","US","03PR","ACE","KS","BONNER SPRINGS","LANDING FACILITY","A","SUN VIEW FLD","ZKC","ZCK","ICT"
"2026/02/19","US","03S","ANM","OR","SANDY","LANDING FACILITY","A","SANDY RIVER","ZSE","ZCS","MMV"
"2026/02/19","US","03SC","ASO","SC","LITTLE RIVER","LANDING FACILITY","H","SEACOAST MEDICAL CENTER","ZJX","ZCJ","AND"
"2026/02/19","US","03TA","ASW","TX","MIDLAND","LANDING FACILITY","H","MIDLAND MEML HOSPITAL","ZFW","ZCF","SJT"
"2026/02/19","US","03TE","ASW","TX","HEBBRONVILLE","LANDING FACILITY","A","BARRONENA RANCH","ZHU","ZCH","SJT"
"2026/02/19","US","03TN","ASO","TN","SEVIERVILLE","LANDING FACILITY","H","EAGLES LANDING","ZTL","ZCT","BNA"
"2026/02/19","US","03TS","ASW","TX","SAN ANGELO","LANDING FACILITY","H","SHANNON MEDICAL CENTER","ZFW","ZCF","SJT"
"2026/02/19","US","03TT","ASW","TX","ORCHARD","LANDING FACILITY","A","BRAZOS POLO","ZHU","ZCH","CXO"
"2026/02/19","US","03TX","ASW","TX","PEARLAND","LANDING FACILITY","H","M D K FLD","ZHU","ZCH","CXO"
"2026/02/19","US","03UT","ANM","UT","MEXICAN HAT","LANDING FACILITY","A","A Z MINERALS CORPORATION","ZDV","ZCD","CDC"
"2026/02/19","US","03VA","AEA","VA","FREDERICKSBURG","LANDING FACILITY","H","SPOTSYLVANIA RGNL MEDICAL CENTER","ZDC","ZCW","DCA"
"2026/02/19","US","03WA","ANM","WA","SPANGLE","LANDING FACILITY","A","SPANGLE FLD","ZSE","ZCS","SEA"
"2026/02/19","US","03WI","AGL","WI","GRAFTON","LANDING FACILITY","H","AURORA MEDICAL CENTER GRAFTON","ZAU","ZCG","GRB"
"2026/02/19","US","03WN","ANM","WA","GOLDENDALE","LANDING FACILITY","A","AEROSTONE AIRFIELD","ZSE","ZCS","SEA"
"2026/02/19","US","03WT","ANM","WA","LOPEZ ISLAND","LANDING FACILITY","H","LOPEZ MEDICAL CLINIC","ZSE","ZCS","SEA"
"2026/02/19","US","03XA","ASW","TX","EL PASO","LANDING FACILITY","H","DEL SOL MEDICAL CENTER","ZAB","ZCA","ABQ"
"2026/02/19","US","03XS","ASW","TX","MERTZON","LANDING FACILITY","A","CREEKSIDE","ZFW","ZCF","SJT"
"2026/02/19","US","03Z","AWP","HI","NIIHAU ISLAND","SPECIAL USE RESOURCE","GEOGRAPHIC REFERENCE POINT","GEOREF","","",""
"2026/02/19","US","04A","ASO","AL","LUVERNE","LANDING FACILITY","A","FRANK SIKES","ZJX","ZCJ","ANB"
"2026/02/19","US","04AA","AAL","AK","SOLDOTNA","LANDING FACILITY","A","FLYING W RANCH","ZAN","ZAN","ENA"
"2026/02/19","US","04AL","ASO","AL","ANNISTON","LANDING FACILITY","H","ANNISTON ARMY DEPOT HELIPAD","ZTL","ZCT","ANB"
"2026/02/19","US","04AN","AAL","AK","SUTTON","LANDING FACILITY","A","NORTH 40","ZAN","ZAN","ENA"
"2026/02/19","US","04AR","ASW","AR","BENTON","LANDING FACILITY","H","SALINE MEML HOSPITAL","ZME","ZCM","JBR"
"2026/02/19","US","04AZ","AWP","AZ","WHITE HILLS","LANDING FACILITY","A","WHITE HILLS","ZLA","ZCL","PRC"
"2026/02/19","US","04CA","AWP","CA","PALMDALE","LANDING FACILITY","A","GRAY BUTTE FLD","ZLA","ZCL","RAL"
"2026/02/19","US","04CL","AWP","CA","JULIAN","LANDING FACILITY","A","DESERT WINGS SKY RANCH","ZLA","ZCL","SAN"
"2026/02/19","US","04FA","ASO","FL","HOMESTEAD","LANDING FACILITY","A","RICHARDS FLD","ZMA","ZCR","MIA"
"2026/02/19","US","04FD","ASO","FL","BRANDON","LANDING FACILITY","H","TAMPA GENERAL HOSPITAL BRANDON HEALTHPLEX","ZMA","ZCR","PIE"
"2026/02/19","US","04FL","ASO","FL","ORMOND","LANDING FACILITY","A","CROSS CREEK FARMS","ZJX","ZCJ","PIE"
"2026/02/19","US","04G","AGL","OH","YOUNGSTOWN","LANDING FACILITY","A","LANSDOWNE","ZOB","ZCC","CLE"
"2026/02/19","US","04GA","ASO","GA","MONROE","LANDING FACILITY","H","VERGE TOWERS","ZTL","ZCT","MCN"
"2026/02/19","US","04IA","ACE","IA","PACKWOOD","LANDING FACILITY","A","MIDDLEKOOP","ZAU","ZCG","FOD"
"2026/02/19","US","04ID","ANM","ID","EMMETT","LANDING FACILITY","A","LANHAM FLD","ZLC","ZCU","BOI"
"2026/02/19","US","04IL","AGL","IL","HUDSON","LANDING FACILITY","A","FULL THROTTLE","ZKC","ZCK","COU"
"2026/02/19","US","04IN","AGL","IN","ANGOLA","LANDING FACILITY","C","LAKE GAGE","ZAU","ZCG","HUF"
"2026/02/19","US","04IS","AGL","IL","MANSFIELD","LANDING FACILITY","A","VAN GORDER","ZAU","ZCG","STL"
"2026/02/19","US","04K","ASW","OG","OFFSHORE GULF","SPECIAL USE RESOURCE","SPECIAL USAGE","GROUND BASED TRANSCEIVER (GBT)","","",""
"2026/02/19","US","04KS","ACE","KS","MINNEOLA","LANDING FACILITY","A","KRAEMER AIRFIELD","ZKC","ZCK","ICT"
"2026/02/19","US","04KY","ASO","KY","HISEVILLE","LANDING FACILITY","A","NATCHEZ TRACE FARM","ZID","ZCI","LOU"
"2026/02/19","US","04LA","ASW","LA","LUTCHER","LANDING FACILITY","H","ST JAMES","ZHU","ZCH","DRI"
"2026/02/19","US","04LS","ASW","LA","BATON ROUGE","LANDING FACILITY","H","LSP GOHSEP","ZHU","ZCH","DRI"
"2026/02/19","US","04M","ASO","MS","PITTSBORO","LANDING FACILITY","A","CALHOUN COUNTY","ZME","ZCM","GWO"
"2026/02/19","US","04MA","ANE","MA","HAVERHILL","LANDING FACILITY","A","GODDARD","ZBW","ZCB","BDR"
"2026/02/19","US","04MD","AEA","MD","CHESAPEAKE CITY","LANDING FACILITY","H","CHESAPEAKE CITY","ZNY","ZCN","DCA"
"2026/02/19","US","04ME","ANE","ME","MERCER","LANDING FACILITY","A","BEECH HILL","ZBW","ZCB","BGR"
"2026/02/19","US","04MI","AGL","MI","EATON RAPIDS","LANDING FACILITY","A","RAPIDS AIRWAY","ZOB","ZCC","LAN"
"2026/02/19","US","04MN","AGL","MN","KELLIHER","LANDING FACILITY","A","HELBLAD","ZMP","ZCP","PNM"
"2026/02/19","US","04MO","ACE","MO","KANSAS CITY","LANDING FACILITY","H","KC STADIUM","ZKC","ZCK","COU"
"2026/02/19","US","04MS","ASO","MS","ROLLING FORK","LANDING FACILITY","A","NICKS FLYING SERVICE INC","ZME","ZCM","GWO"
"2026/02/19","US","04MT","ANM","MT","COHAGEN","LANDING FACILITY","A","PLUHAR","ZLC","ZCU","GTF"
"2026/02/19","US","04NC","ASO","NC","CARY","LANDING FACILITY","H","WAKEMED CARY HOSPITAL","ZDC","ZCW","RDU"
"2026/02/19","US","04NE","ACE","NE","SARBEN","LANDING FACILITY","A","MC CONNELL FLD","ZDV","ZCD","OLU"
"2026/02/19","US","04NJ","AEA","NJ","ELMER","LANDING FACILITY","A","EMMANUEL","ZNY","ZCN","MIV"
"2026/02/19","US","04NR","ASO","NC","JACKSONVILLE","LANDING FACILITY","H","MCGEE 04","ZDC","ZCW","RDU"
"2026/02/19","US","04NV","AWP","NV","SANDY VALLEY","LANDING FACILITY","A","KINGSTON RANCH","ZLA","ZCL","RAL"
"2026/02/19","US","04NY","AEA","NY","HUDSON","LANDING FACILITY","A","KLAVERACK","ZBW","ZCB","BTV"
"2026/02/19","US","04OG","ANM","OR","FOREST GROVE","LANDING FACILITY","H","TEUFEL","ZSE","ZCS","MMV"
"2026/02/19","US","04OH","AGL","OH","BRUNSWICK","LANDING FACILITY","H","CLEVELAND CLINIC, BRUNSWICK FAMILY HEALTH CENTER","ZOB","ZCC","CLE"
"2026/02/19","US","04OK","ASW","OK","STILLWATER","LANDING FACILITY","H","STILLWATER MEDICAL CENTER","ZKC","ZCK","MLC"
"2026/02/19","US","04OR","ANM","OR","MITCHELL","LANDING FACILITY","A","COLLINS LANDING STRIP","ZSE","ZCS","MMV"
"2026/02/19","US","04SC","ASO","SC","EASLEY","LANDING FACILITY","H","EMERGENCY HELIPAD","ZTL","ZCT","AND"
"2026/02/19","US","04SD","AGL","SD","EAGLE BUTTE","LANDING FACILITY","H","CHEYENNE RIVER HEALTH CENTER","ZMP","ZCP","HON"
"2026/02/19","US","04TA","ASW","TX","AUSTIN","LANDING FACILITY","H","CAPITOL NTL BANK BUILDING","ZHU","ZCH","SJT"
"2026/02/19","US","04TE","ASW","TX","HOUSTON","LANDING FACILITY","H","VETERANS AFFAIRS MEDICAL CENTER","ZHU","ZCH","CXO"
"2026/02/19","US","04TN","ASO","TN","CHUCKEY","LANDING FACILITY","A","HENSLEY AIRPARK","ZTL","ZCT","BNA"
"2026/02/19","US","04TT","ASW","TX","UTOPIA","LANDING FACILITY","A","BRUSHY CREEK RANCH","ZHU","ZCH","SJT"
"2026/02/19","US","04TX","ASW","TX","CHINA SPRING","LANDING FACILITY","A","POCOCK","ZFW","ZCF","FTW"
"2026/02/19","US","04UT","ANM","UT","NAVAJO MOUNTAIN TRDNG POST","LANDING FACILITY","A","NAVAJO MOUNTAIN","ZDV","ZCD","CDC"
"2026/02/19","US","04V","ANM","CO","SAGUACHE","LANDING FACILITY","A","SAGUACHE MUNI","ZDV","ZCD","DEN"
"2026/02/19","US","04V","ANM","CO","SAGUACHE","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","04V","ANM","CO","SAGUACHE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","04VA","AEA","VA","LEBANON","LANDING FACILITY","H","RUSSELL COUNTY MEDICAL CENTER","ZTL","ZCT","DCA"
"2026/02/19","US","04VG","AEA","VA","MANQUIN","LANDING FACILITY","U","MANQUIN FLIGHT PARK","ZDC","ZCW","DCA"
"2026/02/19","US","04VT","ANE","VT","CABOT","LANDING FACILITY","A","LIGHTNING BOLT FLD","ZBW","ZCB","BTV"
"2026/02/19","US","04W","AGL","MN","HINCKLEY","LANDING FACILITY","A","FIELD OF DREAMS","ZMP","ZCP","PNM"
"2026/02/19","US","04W","AGL","MN","HINCKLEY","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","04W","AGL","MN","HINCKLEY","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","04WA","ANM","WA","SPOKANE","LANDING FACILITY","A","OX MEADOWS","ZSE","ZCS","SEA"
"2026/02/19","US","04WI","AGL","WI","BRISTOL","LANDING FACILITY","A","DUTCH GAP AIRSTRIP","ZAU","ZCG","GRB"
"2026/02/19","US","04WN","ANM","WA","ROYAL CITY","LANDING FACILITY","A","STILLWATER CREEK","ZSE","ZCS","SEA"
"2026/02/19","US","04XA","ASW","TX","JERMYN","LANDING FACILITY","A","PECAN FLD","ZFW","ZCF","FTW"
"2026/02/19","US","04Y","AGL","MN","HAWLEY","LANDING FACILITY","A","HAWLEY MUNI","ZMP","ZCP","PNM"
"2026/02/19","US","04Z","AWP","HI","HANALEI AIRSTRIP,KAUAI","SPECIAL USE RESOURCE","GEOGRAPHIC REFERENCE POINT","GEOREF","","",""
"2026/02/19","US","05AA","AAL","AK","CHATHAM","LANDING FACILITY","C","CHATHAM","ZAN","ZAN","SIT"
"2026/02/19","US","05AK","AAL","AK","PALMER","LANDING FACILITY","A","WASILLA CREEK AIRPARK","ZAN","ZAN","PAQ"
"2026/02/19","US","05AL","ASO","AL","FORT NOVOSEL (WICKSBURG)","LANDING FACILITY","H","ALLEN STAGEFIELD AHP","ZJX","ZCJ","ANB"
"2026/02/19","US","05AN","AAL","AK","FOX","LANDING FACILITY","A","WELTONS AERODROME","ZAN","ZAN","FAI"
"2026/02/19","US","05AR","ASW","AR","KINGSTON","LANDING FACILITY","A","OZARK SKIES AIRPARK","ZME","ZCM","JBR"
"2026/02/19","US","05AZ","AWP","AZ","YUMA","LANDING FACILITY","H","YUMA RGNL MEDICAL CENTER","ZLA","ZCL","PRC"
"2026/02/19","US","05B","ANE","ME","VAN BUREN","LANDING FACILITY","C","VAN BUREN","ZBW","ZCB","BGR"
"2026/02/19","US","05C","AGL","IN","GRIFFITH","LANDING FACILITY","A","GRIFFITH-MERRILLVILLE","ZAU","ZCG","HUF"
"2026/02/19","US","05CA","AWP","CA","CALABASAS","LANDING FACILITY","H","LOST HILLS SHERIFF'S STATION","ZLA","ZCL","HHR"
"2026/02/19","US","05CL","AWP","CA","POPE VALLEY","LANDING FACILITY","A","POPE VALLEY","ZOA","ZCO","OAK"
"2026/02/19","US","05CO","ANM","CO","MEAD","LANDING FACILITY","A","RANCHO DE AEREO","ZDV","ZCD","DEN"
"2026/02/19","US","05D","AGL","ND","NEW TOWN","LANDING FACILITY","A","NEW TOWN MUNI","ZMP","ZCP","GFK"
"2026/02/19","US","05FA","ASO","FL","FLORALA","LANDING FACILITY","A","MELANIE'S","ZJX","ZCJ","GNV"
"2026/02/19","US","05FD","ASO","FL","NORTH MIAMI BEACH","LANDING FACILITY","H","AVENTURA","ZMA","ZCR","MIA"
"2026/02/19","US","05FL","ASO","FL","LA BELLE","LANDING FACILITY","A","CHARLTON STRIP","ZMA","ZCR","MIA"
"2026/02/19","US","05GA","ASO","GA","RICHLAND","LANDING FACILITY","A","ARK","ZTL","ZCT","MCN"
"2026/02/19","US","05IA","ACE","IA","NORA SPRINGS","LANDING FACILITY","A","SPOTTS FLD","ZMP","ZCP","FOD"
"2026/02/19","US","05ID","ANM","ID","GRANGEVILLE","LANDING FACILITY","A","RUNNING CREEK RANCH","ZLC","ZCU","BOI"
"2026/02/19","US","05IL","AGL","IL","BONFIELD","LANDING FACILITY","A","CLASSIC LANDINGS","ZAU","ZCG","IKK"
"2026/02/19","US","05IN","AGL","IN","BELLEVILLE","LANDING FACILITY","A","COOPER","ZID","ZCI","HUF"
"2026/02/19","US","05K","AAL","AK","PORT ALSWORTH","LANDING FACILITY","A","WILDER RUNWAY","ZAN","ZAN","ENA"
"2026/02/19","US","05K","AAL","AK","PORT ALSWORTH","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","05K","AAL","AK","PORT ALSWORTH","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","05KS","ACE","KS","ELK CITY","LANDING FACILITY","A","DARBRO FLD","ZKC","ZCK","ICT"
"2026/02/19","US","05KT","ASO","KY","FRANKFORT","LANDING FACILITY","A","HIGH POINT FARM","ZID","ZCI","LOU"
"2026/02/19","US","05KY","ASO","KY","BEREA","LANDING FACILITY","A","CARTERSVILLE","ZID","ZCI","LOU"
"2026/02/19","US","05LA","ASW","LA","BASKIN","LANDING FACILITY","A","GREG'S FLYING SERVICE","ZFW","ZCF","DRI"
"2026/02/19","US","05LL","AGL","IL","WILLOWBROOK","LANDING FACILITY","H","MIDWEST MEML","ZAU","ZCG","IKK"
"2026/02/19","US","05LS","ASW","LA","ALEXANDRIA","LANDING FACILITY","A","GRASS ROOTS","ZHU","ZCH","DRI"
"2026/02/19","US","05M","ANM","UT","LEHI","LANDING FACILITY","H","HOLY CROSS HOSPITAL-MOUNTAIN POINT","ZLC","ZCU","CDC"
"2026/02/19","US","05MA","ANE","MA","IPSWICH","LANDING FACILITY","H","BENTLEY","ZBW","ZCB","BDR"
"2026/02/19","US","05MD","AEA","MD","CHESTERTOWN","LANDING FACILITY","A","BREEZECROFT","ZDC","ZCW","DCA"
"2026/02/19","US","05ME","ANE","ME","JONESBORO","LANDING FACILITY","A","DRISKO KELLEY","ZBW","ZCB","BGR"
"2026/02/19","US","05MI","AGL","MI","TAYLOR","LANDING FACILITY","H","BEAUMONT HOSPITAL TAYLOR","ZOB","ZCC","LAN"
"2026/02/19","US","05MN","AGL","MN","AURORA","LANDING FACILITY","H","NORTHERN PINES MEDICAL CENTER","ZMP","ZCP","PNM"
"2026/02/19","US","05MO","ACE","MO","EDINA","LANDING FACILITY","A","JETSETTER OUTDOORS","ZKC","ZCK","COU"
"2026/02/19","US","05MT","ANM","MT","BELGRADE","LANDING FACILITY","A","JONES LANDING","ZLC","ZCU","GTF"
"2026/02/19","US","05N","ASO","NC","WINTERVILLE","LANDING FACILITY","A","SOUTH OAKS AERODROME","ZDC","ZCW","RDU"
"2026/02/19","US","05NC","ASO","NC","BEAUFORT","LANDING FACILITY","A","DEAD COW FLD","ZDC","ZCW","RDU"
"2026/02/19","US","05NE","ACE","NE","SPALDING","LANDING FACILITY","A","MC KAY","ZMP","ZCP","OLU"
"2026/02/19","US","05NJ","AEA","NJ","JERSEY CITY","LANDING FACILITY","H","PAULUS HOOK PIER","ZNY","ZCN","MIV"
"2026/02/19","US","05NR","ASO","NC","MEBANE","LANDING FACILITY","A","FOX FLD","ZDC","ZCW","RDU"
"2026/02/19","US","05NV","AWP","NV","BAKER","LANDING FACILITY","A","BAKER RANCHES","ZLC","ZCU","RNO"
"2026/02/19","US","05NY","AEA","NY","PULASKI","LANDING FACILITY","H","OSWEGO COUNTY AT PULASKI","ZBW","ZCB","BTV"
"2026/02/19","US","05OG","ANM","OR","EUGENE","LANDING FACILITY","H","DRILL FLD PAD","ZSE","ZCS","MMV"
"2026/02/19","US","05OH","AGL","OH","CONESVILLE","LANDING FACILITY","A","EAGLECREST FLD","ZID","ZCI","CLE"
"2026/02/19","US","05OI","AGL","OH","COLUMBIA STATION","LANDING FACILITY","A","DORLON AIRPARK","ZOB","ZCC","CLE"
"2026/02/19","US","05OK","ASW","OK","HYDRO","LANDING FACILITY","A","MUNCY","ZFW","ZCF","MLC"
"2026/02/19","US","05OR","ANM","OR","ENTERPRISE","LANDING FACILITY","A","6 RANCH","ZSE","ZCS","MMV"
"2026/02/19","US","05PA","AEA","PA","PHILADELPHIA","LANDING FACILITY","H","PECO MOB","ZNY","ZCN","IPT"
"2026/02/19","US","05PN","AEA","PA","HARRISBURG","LANDING FACILITY","H","STATE POLICE AREA III","ZNY","ZCN","IPT"
"2026/02/19","US","05PS","AEA","PA","BURNT CABINS","LANDING FACILITY","A","MILLS BROTHERS","ZOB","ZCC","AOO"
"2026/02/19","US","05S","ANM","OR","VERNONIA","LANDING FACILITY","A","VERNONIA MUNI","ZSE","ZCS","MMV"
"2026/02/19","US","05TA","ASW","TX","SEALY","LANDING FACILITY","A","BRANDES AIR FLD","ZHU","ZCH","CXO"
"2026/02/19","US","05TE","ASW","TX","GEORGETOWN","LANDING FACILITY","A","HILDE-GRIFF FLD","ZHU","ZCH","SJT"
"2026/02/19","US","05TN","ASO","TN","MEMPHIS","LANDING FACILITY","H","REGIONAL ONE HEALTH","ZME","ZCM","MKL"
"2026/02/19","US","05TS","ASW","TX","JUSTIN","LANDING FACILITY","A","DEW DROP","ZFW","ZCF","FTW"
"2026/02/19","US","05TX","ASW","TX","BLUM","LANDING FACILITY","A","CIRCLE 'A' RANCH","ZFW","ZCF","FTW"
"2026/02/19","US","05U","AWP","NV","EUREKA","LANDING FACILITY","A","EUREKA","ZLC","ZCU","RNO"
"2026/02/19","US","05U","AWP","NV","EUREKA","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","05U","AWP","NV","EUREKA","REMOTE COMMUNICATION OUTLET","RCO","EUREKA","","","RNO"
"2026/02/19","US","05U","AWP","NV","EUREKA","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","05UT","ANM","UT","VEYO","LANDING FACILITY","A","SAND COVE RANCH","ZLA","ZCL","CDC"
"2026/02/19","US","05V","ANM","CO","BLANCA","LANDING FACILITY","A","BLANCA","ZDV","ZCD","DEN"
"2026/02/19","US","05VA","AEA","VA","FARMVILLE","LANDING FACILITY","A","PROVIDENCE","ZDC","ZCW","DCA"
"2026/02/19","US","05VT","ANE","VT","HIGHGATE SPRINGS","LANDING FACILITY","H","PORT OF HIGHGATE SPRINGS","ZBW","ZCB","BTV"
"2026/02/19","US","05WA","ANM","WA","SPOKANE","LANDING FACILITY","H","SACRED HEART MEDICAL CENTER HELISTOP","ZSE","ZCS","SEA"
"2026/02/19","US","05WI","AGL","WI","DARIEN","LANDING FACILITY","A","AMES PRIVATE","ZAU","ZCG","GRB"
"2026/02/19","US","05WN","ANM","WA","KETTLE FALLS","LANDING FACILITY","A","FLAT CREEK FLD","ZSE","ZCS","SEA"
"2026/02/19","US","05XA","ASW","TX","DUMAS","LANDING FACILITY","H","MOORE COUNTY HOSPITAL DISTRICT","ZAB","ZCA","FTW"
"2026/02/19","US","05XS","ASW","AR","WILMOT","LANDING FACILITY","A","JOHNSON MEML","ZME","ZCM","JBR"
"2026/02/19","US","05Y","AGL","MN","HENNING","LANDING FACILITY","A","HENNING MUNI","ZMP","ZCP","PNM"
"2026/02/19","US","05Z","AWP","HI","KILAUEA POINT,KAUAI","SPECIAL USE RESOURCE","GEOGRAPHIC REFERENCE POINT","GEOREF","","",""
"2026/02/19","US","06A","ASO","AL","TUSKEGEE","LANDING FACILITY","A","MOTON FLD MUNI","ZTL","ZCT","ANB"
"2026/02/19","US","06AA","AAL","AK","STERLING","LANDING FACILITY","A","TWISTED SISTERS","ZAN","ZAN","ENA"
"2026/02/19","US","06AK","AAL","AK","WASILLA","LANDING FACILITY","A","JUNE LAKE AIRPARK","ZAN","ZAN","ENA"
"2026/02/19","US","06AL","ASO","AL","FORT NOVOSEL (NEW BROCKTON)","LANDING FACILITY","H","BROWN STAGEFIELD AHP","ZJX","ZCJ","ANB"
"2026/02/19","US","06AN","AAL","AK","NIKISKI","LANDING FACILITY","A","NIESEN AIRSTRIP","ZAN","ZAN","ENA"
"2026/02/19","US","06AR","ASW","AR","HIGDEN","LANDING FACILITY","A","CY BOND MEML","ZME","ZCM","JBR"
"2026/02/19","US","06AZ","AWP","AZ","GILBERT","LANDING FACILITY","H","MERCY GILBERT MEDICAL CENTER","ZAB","ZCA","PRC"
"2026/02/19","US","06B","ANE","ME","BANGOR","LANDING FACILITY","C","LUCKY LANDING MARINA","ZBW","ZCB","BGR"
"2026/02/19","US","06C","AGL","IL","CHICAGO/SCHAUMBURG","LANDING FACILITY","A","SCHAUMBURG RGNL","ZAU","ZCG","IKK"
"2026/02/19","US","06C","AGL","IL","CHICAGO/SCHAUMBURG","WEATHER SENSOR","AWOS-3","","","",""
